% ARFF file produced for W4705 HW2 assignment
% Generated: 2007-10-25 05:12:49.968750

@RELATION       source_type

@ATTRIBUTE      text_length     numeric
@ATTRIBUTE      asciihigh_cnt   numeric
@ATTRIBUTE      caps_cnt        numeric
@ATTRIBUTE      BN1_cnt         numeric
@ATTRIBUTE      NWIRE1_cnt      numeric
@ATTRIBUTE      BN2_cnt         numeric
@ATTRIBUTE      NWIRE2_cnt      numeric
@ATTRIBUTE      BN3_cnt         numeric
@ATTRIBUTE      NWIRE3_cnt      numeric
@ATTRIBUTE      class           {BN, NWIRE}


@DATA
1294, 0, 0, 77, 17, 1, 4, 0, 0, NWIRE
2154, 0, 0, 122, 22, 2, 7, 0, 3, NWIRE
1242, 0, 0, 72, 16, 0, 1, 0, 0, NWIRE
5258, 0, 1, 250, 72, 6, 5, 0, 2, NWIRE
798, 0, 0, 57, 12, 0, 3, 0, 2, NWIRE
1039, 0, 0, 72, 13, 0, 0, 0, 1, NWIRE
1127, 0, 0, 57, 20, 1, 3, 0, 2, NWIRE
839, 0, 0, 63, 11, 1, 2, 0, 2, NWIRE
1774, 0, 0, 96, 27, 2, 5, 0, 5, NWIRE
933, 0, 0, 61, 12, 0, 1, 0, 1, NWIRE
313, 0, 0, 21, 7, 2, 2, 0, 2, NWIRE
610, 0, 0, 32, 6, 0, 0, 0, 0, NWIRE
7467, 0, 0, 451, 77, 6, 19, 0, 12, NWIRE
4136, 0, 217, 195, 42, 1, 1, 0, 0, NWIRE
3616, 0, 95, 183, 28, 0, 1, 1, 0, NWIRE
1500, 0, 45, 61, 6, 0, 1, 0, 1, NWIRE
4395, 0, 114, 225, 39, 3, 8, 1, 0, NWIRE
2824, 0, 124, 123, 25, 1, 1, 0, 0, NWIRE
2902, 0, 85, 189, 22, 2, 1, 0, 0, NWIRE
3614, 0, 122, 202, 27, 1, 4, 2, 0, NWIRE
4973, 0, 159, 260, 29, 1, 7, 0, 0, NWIRE
3879, 0, 77, 233, 51, 0, 1, 2, 1, NWIRE
3178, 0, 118, 148, 35, 2, 3, 0, 0, NWIRE
4212, 0, 140, 225, 35, 0, 4, 0, 0, NWIRE
1133, 0, 52, 53, 9, 0, 0, 0, 0, NWIRE
1858, 0, 44, 94, 19, 1, 1, 0, 1, NWIRE
756, 0, 16, 38, 10, 0, 0, 0, 0, NWIRE
1155, 0, 44, 63, 16, 0, 1, 2, 0, NWIRE
1396, 0, 61, 81, 19, 1, 2, 0, 0, NWIRE
2655, 0, 75, 153, 33, 0, 2, 0, 0, NWIRE
3090, 0, 79, 178, 30, 0, 0, 0, 0, NWIRE
2818, 0, 98, 194, 41, 0, 0, 2, 2, NWIRE
5427, 0, 238, 281, 33, 0, 2, 1, 1, NWIRE
9807, 116, 232, 429, 81, 0, 1, 0, 0, NWIRE
2875, 22, 32, 150, 22, 0, 1, 0, 0, NWIRE
4932, 42, 85, 217, 60, 1, 2, 0, 0, NWIRE
8286, 86, 161, 444, 71, 0, 1, 0, 0, NWIRE
14164, 138, 347, 637, 138, 0, 3, 0, 0, NWIRE
4762, 48, 78, 240, 38, 0, 2, 0, 0, NWIRE
3454, 16, 51, 167, 46, 1, 4, 0, 0, NWIRE
1473, 10, 32, 59, 18, 0, 0, 0, 0, NWIRE
2931, 30, 45, 101, 27, 0, 7, 0, 0, NWIRE
3094, 86, 55, 154, 25, 0, 6, 0, 0, NWIRE
3946, 194, 44, 163, 52, 0, 2, 0, 0, NWIRE
1318, 28, 30, 67, 14, 0, 1, 0, 0, NWIRE
410, 24, 4, 11, 10, 0, 1, 0, 0, NWIRE
1227, 12, 23, 56, 21, 0, 4, 0, 0, NWIRE
774, 8, 19, 50, 11, 0, 2, 0, 0, NWIRE
865, 62, 16, 40, 12, 0, 2, 0, 0, NWIRE
5124, 72, 110, 228, 44, 1, 5, 0, 0, NWIRE
3270, 30, 59, 132, 29, 0, 0, 0, 0, NWIRE
2145, 12, 22, 106, 30, 0, 2, 0, 0, NWIRE
1841, 68, 21, 83, 19, 0, 0, 0, 0, NWIRE
1654, 16, 6, 97, 13, 0, 0, 0, 0, NWIRE
4490, 138, 74, 203, 75, 0, 14, 0, 0, NWIRE
6684, 90, 49, 341, 76, 0, 2, 0, 0, NWIRE
4762, 48, 78, 240, 38, 0, 2, 0, 0, NWIRE
1499, 0, 57, 79, 12, 0, 0, 0, 0, NWIRE
4328, 24, 72, 189, 35, 0, 1, 0, 0, NWIRE
2003, 68, 39, 115, 22, 0, 1, 0, 0, NWIRE
1385, 8, 8, 54, 10, 0, 0, 0, 0, NWIRE
1088, 28, 12, 51, 14, 0, 0, 0, 0, NWIRE
1150, 14, 14, 51, 10, 0, 1, 0, 0, NWIRE
2451, 44, 52, 127, 29, 0, 0, 0, 0, NWIRE
4965, 28, 48, 174, 57, 0, 0, 0, 2, NWIRE
2383, 32, 35, 96, 26, 0, 0, 0, 0, NWIRE
4260, 4, 50, 145, 47, 0, 0, 0, 0, NWIRE
3933, 26, 35, 202, 48, 0, 3, 0, 0, NWIRE
459, 0, 10, 21, 4, 0, 0, 0, 0, BN
953, 0, 20, 49, 13, 0, 0, 0, 0, BN
2824, 0, 30, 113, 12, 4, 1, 2, 0, BN
5544, 30, 107, 273, 53, 1, 1, 0, 0, BN
2632, 58, 46, 96, 28, 0, 0, 0, 0, BN
85, 0, 2, 6, 2, 0, 0, 0, 0, BN
1808, 0, 15, 67, 21, 2, 0, 2, 0, BN
2772, 10, 37, 138, 24, 2, 0, 2, 0, BN
1640, 12, 21, 60, 22, 0, 1, 0, 0, BN
1391, 4, 21, 65, 17, 2, 0, 2, 0, BN
460, 2, 15, 14, 1, 0, 0, 0, 0, BN
877, 0, 8, 38, 13, 2, 0, 2, 0, BN
1082, 4, 11, 55, 11, 2, 0, 2, 0, BN
1196, 8, 18, 64, 8, 0, 0, 0, 0, BN
98, 0, 1, 5, 1, 0, 0, 0, 0, BN
1358, 16, 38, 43, 22, 1, 1, 0, 0, BN
4318, 52, 66, 200, 73, 2, 1, 0, 0, BN
716, 12, 10, 40, 7, 1, 0, 0, 0, BN
1032, 18, 9, 57, 9, 1, 0, 0, 0, BN
648, 16, 16, 24, 4, 0, 0, 0, 0, BN
449, 18, 6, 8, 4, 0, 0, 0, 0, BN
672, 36, 5, 31, 5, 1, 0, 0, 0, BN
899, 28, 11, 47, 9, 1, 0, 0, 0, BN
44, 0, 1, 2, 0, 0, 0, 0, 0, BN
1777, 4, 18, 77, 10, 0, 1, 0, 0, NWIRE
4815, 12, 63, 267, 37, 0, 0, 0, 0, NWIRE
1396, 2, 19, 69, 8, 0, 0, 0, 0, NWIRE
4904, 50, 69, 237, 57, 0, 1, 0, 0, NWIRE
2624, 22, 18, 103, 30, 0, 0, 0, 0, NWIRE
1981, 40, 66, 131, 14, 2, 1, 0, 0, NWIRE
1059, 0, 7, 67, 8, 0, 0, 0, 0, NWIRE
1617, 102, 15, 85, 10, 0, 8, 0, 0, NWIRE
5337, 50, 101, 316, 54, 2, 0, 0, 0, NWIRE
4797, 86, 55, 281, 46, 0, 0, 0, 0, NWIRE
3883, 16, 19, 188, 43, 0, 0, 0, 0, NWIRE
1869, 6, 12, 70, 10, 0, 1, 0, 0, NWIRE
1669, 0, 19, 100, 11, 0, 0, 0, 0, NWIRE
1462, 14, 48, 67, 9, 0, 1, 0, 0, NWIRE
939, 4, 15, 50, 10, 0, 0, 0, 0, NWIRE
2149, 6, 41, 86, 12, 0, 0, 0, 0, NWIRE
1362, 26, 15, 85, 10, 0, 0, 0, 0, NWIRE
1173, 8, 28, 69, 13, 0, 1, 0, 0, NWIRE
5905, 62, 52, 333, 73, 1, 0, 0, 0, NWIRE
593, 0, 16, 33, 3, 2, 0, 0, 0, NWIRE
2696, 0, 53, 157, 24, 2, 3, 0, 0, NWIRE
8895, 0, 199, 483, 77, 4, 5, 3, 0, NWIRE
6787, 0, 156, 352, 74, 0, 1, 0, 0, NWIRE
8895, 0, 199, 483, 77, 4, 5, 3, 0, NWIRE
4237, 0, 127, 223, 52, 2, 2, 0, 0, NWIRE
609, 0, 20, 32, 5, 0, 1, 0, 0, NWIRE
3327, 0, 181, 46, 11, 0, 1, 0, 0, NWIRE
9525, 0, 173, 492, 87, 2, 7, 1, 0, NWIRE
5167, 0, 116, 312, 58, 0, 3, 0, 0, NWIRE
5153, 0, 126, 269, 47, 0, 2, 1, 1, NWIRE
4812, 0, 86, 311, 54, 0, 4, 0, 0, NWIRE
2090, 0, 83, 99, 20, 0, 2, 0, 0, NWIRE
3541, 0, 103, 154, 33, 1, 0, 0, 0, NWIRE
651, 0, 18, 33, 4, 0, 1, 0, 0, NWIRE
2058, 0, 60, 112, 21, 0, 1, 0, 0, NWIRE
2058, 0, 60, 112, 21, 0, 1, 0, 0, NWIRE
1096, 0, 59, 40, 14, 0, 2, 0, 0, NWIRE
2568, 0, 67, 129, 22, 0, 5, 0, 1, NWIRE
5012, 0, 159, 289, 48, 2, 3, 0, 0, NWIRE
6026, 0, 204, 311, 64, 2, 4, 0, 0, NWIRE
1078, 0, 14, 65, 16, 0, 0, 0, 0, NWIRE
2946, 0, 59, 166, 29, 0, 1, 0, 1, NWIRE
674, 0, 10, 34, 5, 0, 0, 0, 0, NWIRE
4688, 0, 127, 247, 36, 3, 7, 2, 0, NWIRE
3543, 0, 104, 151, 37, 1, 0, 1, 0, NWIRE
2166, 0, 104, 119, 27, 1, 3, 0, 1, NWIRE
1515, 0, 46, 72, 6, 0, 0, 0, 0, NWIRE
6372, 0, 178, 353, 69, 2, 4, 1, 0, NWIRE
5780, 0, 161, 309, 78, 3, 7, 0, 1, NWIRE
3268, 0, 0, 202, 46, 1, 9, 0, 4, NWIRE
1131, 0, 0, 65, 25, 0, 11, 0, 7, NWIRE
5140, 0, 0, 311, 69, 3, 14, 0, 8, NWIRE
771, 0, 0, 49, 9, 0, 2, 0, 0, NWIRE
1342, 0, 0, 63, 19, 1, 3, 0, 3, NWIRE
2259, 0, 0, 141, 33, 4, 6, 0, 1, NWIRE
1659, 0, 0, 101, 25, 0, 1, 0, 1, NWIRE
642, 0, 0, 36, 9, 0, 0, 0, 0, NWIRE
1858, 0, 0, 111, 18, 1, 5, 0, 4, NWIRE
866, 0, 0, 52, 9, 0, 3, 0, 2, NWIRE
2665, 0, 2, 165, 22, 1, 5, 0, 1, NWIRE
179, 0, 0, 7, 2, 0, 1, 0, 0, NWIRE
295, 0, 0, 13, 2, 0, 1, 0, 0, NWIRE
2220, 0, 0, 125, 37, 0, 7, 1, 2, NWIRE
1351, 0, 1, 63, 26, 0, 2, 0, 0, NWIRE
1729, 0, 0, 110, 23, 2, 5, 0, 2, NWIRE
2421, 0, 0, 146, 30, 1, 7, 0, 5, NWIRE
1342, 0, 0, 78, 14, 1, 2, 0, 0, NWIRE
2446, 0, 0, 145, 38, 3, 10, 0, 4, NWIRE
825, 0, 0, 49, 3, 0, 0, 0, 2, NWIRE
1307, 0, 0, 69, 16, 0, 2, 0, 0, NWIRE
1173, 0, 0, 65, 11, 1, 4, 0, 0, NWIRE
1842, 0, 0, 107, 13, 1, 5, 0, 1, NWIRE
911, 0, 0, 43, 17, 1, 4, 0, 4, NWIRE
380, 0, 1, 20, 7, 0, 2, 0, 1, NWIRE
553, 0, 0, 34, 5, 0, 1, 0, 1, NWIRE
279, 0, 0, 17, 4, 1, 0, 0, 0, NWIRE
672, 0, 0, 32, 8, 3, 2, 0, 0, NWIRE
134, 0, 0, 5, 2, 0, 0, 0, 0, NWIRE
771, 0, 0, 48, 8, 1, 1, 0, 1, NWIRE
2988, 0, 92, 137, 30, 0, 1, 0, 0, NWIRE
6594, 0, 153, 409, 66, 0, 1, 2, 0, NWIRE
4909, 0, 117, 269, 51, 1, 1, 0, 0, NWIRE
7308, 0, 140, 490, 74, 1, 4, 0, 3, NWIRE
7123, 0, 165, 425, 74, 4, 3, 1, 0, NWIRE
6413, 0, 170, 343, 57, 5, 2, 3, 0, NWIRE
4260, 0, 100, 249, 39, 1, 0, 2, 1, NWIRE
4070, 0, 135, 236, 40, 1, 1, 1, 1, NWIRE
3701, 0, 83, 229, 33, 1, 0, 0, 0, NWIRE
9429, 0, 282, 523, 116, 2, 5, 1, 0, NWIRE
1643, 0, 9, 77, 19, 0, 1, 0, 0, NWIRE
1180, 14, 25, 54, 17, 0, 1, 0, 0, NWIRE
1286, 8, 38, 63, 11, 0, 1, 0, 0, NWIRE
920, 32, 6, 31, 17, 0, 0, 0, 0, NWIRE
1529, 0, 28, 81, 17, 0, 0, 0, 0, NWIRE
1590, 40, 11, 85, 30, 0, 2, 0, 0, NWIRE
918, 48, 9, 48, 22, 0, 1, 0, 0, NWIRE
1543, 16, 18, 86, 13, 0, 0, 0, 0, NWIRE
2352, 54, 23, 108, 31, 0, 0, 0, 0, NWIRE
2113, 10, 17, 72, 18, 0, 1, 0, 0, NWIRE
901, 24, 11, 51, 7, 0, 1, 0, 0, NWIRE
1084, 12, 6, 52, 10, 0, 1, 0, 0, NWIRE
2125, 80, 29, 120, 30, 0, 5, 0, 0, NWIRE
524, 6, 22, 17, 6, 1, 0, 0, 0, NWIRE
1624, 16, 55, 67, 31, 0, 1, 0, 0, NWIRE
1176, 40, 20, 56, 17, 0, 0, 0, 0, NWIRE
2018, 72, 43, 86, 22, 0, 0, 0, 0, NWIRE
3188, 24, 94, 143, 41, 0, 2, 0, 0, NWIRE
1811, 6, 19, 96, 11, 0, 1, 0, 0, NWIRE
1578, 14, 45, 63, 19, 0, 0, 0, 0, NWIRE
3828, 0, 186, 202, 38, 2, 3, 0, 0, NWIRE
10286, 0, 232, 554, 116, 2, 5, 1, 2, NWIRE
3035, 0, 111, 143, 25, 1, 3, 0, 0, NWIRE
7308, 0, 231, 442, 85, 0, 10, 1, 2, NWIRE
5782, 0, 127, 352, 65, 1, 9, 0, 0, NWIRE
4179, 0, 183, 181, 87, 0, 3, 1, 0, NWIRE
4272, 0, 102, 225, 70, 1, 2, 0, 0, NWIRE
6189, 0, 119, 287, 80, 2, 3, 2, 1, NWIRE
952, 0, 26, 53, 14, 0, 1, 0, 0, NWIRE
1794, 0, 61, 81, 24, 1, 2, 0, 0, NWIRE
2614, 0, 58, 140, 16, 0, 0, 0, 1, NWIRE
2778, 0, 103, 146, 26, 1, 2, 0, 0, NWIRE
3408, 0, 126, 182, 39, 0, 3, 1, 0, NWIRE
3740, 0, 114, 228, 35, 0, 3, 2, 0, NWIRE
2395, 0, 75, 141, 15, 0, 1, 0, 0, NWIRE
883, 0, 20, 39, 6, 0, 1, 0, 0, NWIRE
3276, 0, 96, 146, 38, 0, 1, 1, 0, NWIRE
4933, 0, 153, 271, 46, 2, 2, 0, 0, NWIRE
2850, 0, 108, 149, 27, 0, 3, 0, 0, NWIRE
3973, 0, 89, 179, 48, 0, 3, 0, 0, NWIRE
4413, 0, 137, 242, 63, 2, 0, 2, 1, NWIRE
3222, 0, 124, 182, 44, 1, 4, 1, 0, NWIRE
2919, 0, 73, 142, 43, 3, 3, 0, 0, NWIRE
2581, 0, 68, 117, 35, 0, 1, 0, 0, NWIRE
1947, 0, 60, 117, 17, 1, 3, 0, 1, NWIRE
3123, 0, 111, 181, 32, 0, 2, 0, 0, NWIRE
4973, 0, 153, 274, 46, 2, 2, 0, 0, NWIRE
5943, 0, 122, 323, 82, 0, 3, 0, 0, NWIRE
5871, 0, 165, 388, 76, 1, 5, 1, 1, NWIRE
4489, 0, 147, 248, 43, 1, 3, 0, 0, NWIRE
4610, 0, 117, 268, 39, 5, 2, 0, 0, NWIRE
3291, 0, 88, 189, 38, 2, 3, 0, 0, NWIRE
2557, 0, 74, 150, 35, 0, 3, 0, 0, NWIRE
8625, 0, 253, 466, 106, 2, 4, 0, 0, NWIRE
6289, 0, 223, 316, 71, 3, 4, 3, 0, NWIRE
4988, 0, 130, 281, 56, 1, 1, 1, 0, NWIRE
2401, 0, 347, 119, 21, 0, 0, 0, 0, NWIRE
2700, 0, 72, 155, 40, 0, 0, 0, 0, NWIRE
2646, 0, 68, 168, 39, 1, 0, 0, 0, NWIRE
969, 0, 0, 61, 11, 1, 2, 0, 1, NWIRE
766, 0, 0, 47, 7, 1, 1, 0, 1, NWIRE
273, 0, 0, 14, 6, 1, 1, 0, 0, NWIRE
899, 0, 0, 58, 9, 2, 1, 0, 2, NWIRE
795, 0, 0, 42, 12, 3, 1, 0, 1, NWIRE
591, 0, 0, 42, 7, 0, 2, 0, 1, NWIRE
616, 0, 0, 28, 8, 1, 3, 0, 1, NWIRE
664, 0, 0, 42, 11, 0, 3, 0, 0, NWIRE
544, 0, 0, 33, 7, 0, 1, 0, 1, NWIRE
696, 0, 0, 39, 8, 0, 1, 0, 0, NWIRE
679, 0, 0, 32, 8, 1, 0, 0, 0, NWIRE
821, 0, 0, 54, 13, 1, 1, 0, 0, NWIRE
1899, 0, 0, 121, 24, 1, 6, 0, 1, NWIRE
1538, 0, 0, 103, 11, 1, 2, 0, 0, NWIRE
224, 0, 0, 12, 3, 0, 1, 0, 0, NWIRE
1052, 0, 0, 57, 6, 0, 0, 0, 2, NWIRE
655, 0, 0, 42, 12, 2, 1, 0, 0, NWIRE
3080, 0, 1, 164, 39, 0, 4, 0, 0, NWIRE
1165, 0, 0, 72, 16, 2, 4, 0, 0, NWIRE
2963, 0, 1, 182, 32, 0, 5, 0, 1, NWIRE
2632, 0, 1, 162, 28, 1, 5, 0, 2, NWIRE
2291, 0, 0, 133, 25, 0, 4, 0, 0, NWIRE
945, 0, 0, 58, 19, 0, 3, 0, 0, NWIRE
312, 0, 0, 21, 3, 1, 0, 0, 2, NWIRE
302, 0, 0, 20, 3, 0, 1, 0, 0, NWIRE
857, 0, 0, 43, 6, 0, 1, 0, 1, NWIRE
2464, 0, 1, 149, 29, 0, 5, 0, 4, NWIRE
1140, 0, 0, 79, 17, 2, 0, 0, 2, NWIRE
1225, 0, 0, 71, 25, 0, 0, 0, 0, NWIRE
2286, 0, 0, 147, 30, 3, 4, 0, 2, NWIRE
1473, 0, 0, 98, 21, 2, 1, 0, 2, NWIRE
2678, 0, 0, 158, 26, 1, 6, 0, 3, NWIRE
1512, 0, 0, 85, 9, 0, 3, 0, 1, NWIRE
3320, 0, 0, 221, 34, 1, 4, 0, 2, NWIRE
7244, 0, 0, 468, 88, 4, 2, 0, 1, NWIRE
6611, 0, 0, 389, 68, 5, 6, 0, 2, NWIRE
8279, 0, 0, 492, 83, 5, 8, 0, 5, NWIRE
6214, 0, 0, 373, 72, 3, 8, 0, 4, NWIRE
8969, 0, 0, 560, 108, 6, 17, 1, 3, NWIRE
3354, 0, 0, 202, 41, 2, 2, 0, 1, NWIRE
2907, 0, 0, 166, 29, 1, 4, 0, 2, NWIRE
12489, 0, 0, 815, 163, 4, 13, 0, 2, NWIRE
9726, 0, 0, 727, 106, 17, 14, 0, 7, NWIRE
3111, 0, 0, 181, 30, 1, 2, 0, 0, NWIRE
7238, 0, 0, 458, 64, 1, 8, 0, 2, NWIRE
6351, 0, 0, 402, 85, 1, 3, 0, 1, NWIRE
1495, 0, 1, 90, 15, 0, 1, 0, 1, NWIRE
2974, 0, 0, 216, 34, 0, 4, 0, 2, NWIRE
3845, 0, 0, 236, 51, 0, 2, 0, 0, NWIRE
7147, 0, 0, 496, 66, 2, 4, 0, 5, NWIRE
4327, 0, 0, 301, 70, 1, 5, 0, 1, NWIRE
1434, 0, 2, 87, 18, 0, 5, 0, 0, NWIRE
5155, 0, 0, 324, 105, 4, 4, 0, 0, NWIRE
2647, 0, 0, 181, 24, 2, 1, 0, 0, NWIRE
1260, 0, 0, 75, 12, 0, 1, 0, 0, NWIRE
1153, 36, 23, 41, 18, 0, 4, 0, 0, NWIRE
5910, 28, 92, 268, 68, 0, 1, 0, 0, NWIRE
2036, 18, 22, 70, 21, 0, 1, 0, 0, NWIRE
1811, 28, 37, 82, 7, 0, 1, 0, 0, NWIRE
1431, 0, 25, 51, 18, 0, 0, 0, 0, NWIRE
529, 2, 13, 20, 5, 0, 0, 0, 0, NWIRE
474, 0, 18, 23, 4, 1, 0, 0, 0, NWIRE
1945, 8, 19, 73, 17, 0, 1, 0, 0, NWIRE
957, 0, 41, 38, 10, 0, 0, 0, 0, NWIRE
1853, 4, 15, 69, 4, 0, 1, 0, 0, NWIRE
1234, 66, 14, 63, 15, 0, 1, 0, 0, NWIRE
3506, 32, 33, 172, 27, 0, 2, 0, 0, NWIRE
507, 8, 22, 21, 13, 0, 0, 0, 0, NWIRE
676, 0, 20, 27, 11, 2, 0, 0, 0, NWIRE
1429, 8, 41, 50, 15, 0, 0, 0, 0, NWIRE
1571, 0, 49, 69, 3, 0, 0, 0, 0, NWIRE
1730, 8, 13, 88, 22, 0, 0, 0, 0, NWIRE
1353, 4, 15, 53, 9, 0, 0, 0, 0, NWIRE
2032, 0, 34, 85, 20, 0, 1, 0, 0, NWIRE
1648, 0, 60, 76, 8, 0, 0, 0, 0, NWIRE
9487, 106, 194, 429, 170, 0, 1, 0, 0, NWIRE
8670, 126, 142, 479, 89, 0, 2, 0, 0, NWIRE
7323, 90, 167, 307, 67, 0, 0, 0, 0, NWIRE
3402, 134, 46, 165, 42, 0, 0, 0, 0, NWIRE
2139, 6, 41, 86, 12, 0, 0, 0, 0, NWIRE
2669, 34, 32, 119, 36, 0, 1, 0, 0, NWIRE
1678, 32, 39, 89, 17, 0, 1, 0, 0, NWIRE
2343, 74, 31, 124, 25, 1, 1, 0, 0, NWIRE
2295, 10, 24, 111, 26, 0, 0, 0, 0, NWIRE
958, 14, 37, 40, 11, 0, 0, 0, 0, NWIRE
644, 6, 9, 38, 11, 0, 0, 0, 0, NWIRE
2552, 74, 43, 135, 33, 0, 0, 0, 0, NWIRE
4122, 98, 73, 207, 47, 0, 3, 0, 0, NWIRE
3115, 32, 60, 126, 19, 0, 0, 0, 0, NWIRE
752, 28, 7, 39, 15, 0, 0, 0, 0, NWIRE
583, 16, 9, 20, 9, 1, 0, 0, 0, NWIRE
2159, 34, 52, 123, 26, 0, 0, 0, 0, NWIRE
1498, 26, 19, 76, 16, 0, 2, 0, 0, NWIRE
2921, 138, 61, 113, 38, 0, 1, 0, 0, NWIRE
4231, 40, 62, 221, 27, 0, 0, 0, 0, NWIRE
1797, 82, 41, 100, 25, 0, 0, 0, 0, NWIRE
3512, 42, 76, 182, 46, 0, 3, 0, 0, NWIRE
4502, 18, 43, 204, 41, 1, 1, 0, 0, NWIRE
4577, 250, 59, 199, 65, 0, 3, 0, 0, NWIRE
6728, 58, 76, 313, 64, 0, 2, 0, 0, NWIRE
3157, 20, 36, 129, 49, 1, 0, 0, 0, NWIRE
4640, 52, 51, 233, 44, 0, 2, 0, 0, NWIRE
2164, 22, 35, 128, 28, 0, 1, 0, 0, NWIRE
1480, 4, 6, 88, 12, 0, 0, 0, 0, NWIRE
3168, 36, 38, 198, 41, 2, 1, 0, 0, NWIRE
691, 10, 4, 38, 6, 0, 0, 0, 0, NWIRE
2249, 18, 26, 128, 13, 0, 0, 0, 0, NWIRE
1880, 12, 11, 96, 26, 0, 1, 0, 0, NWIRE
2053, 0, 75, 94, 9, 0, 1, 0, 2, NWIRE
5261, 0, 180, 251, 56, 1, 5, 0, 0, NWIRE
4615, 0, 145, 236, 46, 0, 3, 2, 0, NWIRE
2416, 0, 85, 130, 30, 0, 1, 1, 1, NWIRE
2279, 0, 95, 111, 22, 0, 0, 0, 0, NWIRE
4331, 0, 86, 269, 44, 1, 3, 0, 0, NWIRE
1129, 0, 40, 52, 15, 0, 0, 0, 0, NWIRE
2193, 0, 63, 123, 22, 2, 1, 0, 0, NWIRE
1773, 0, 69, 99, 20, 0, 1, 0, 2, NWIRE
1111, 0, 15, 67, 3, 0, 1, 0, 0, NWIRE
1757, 0, 72, 100, 13, 0, 0, 0, 0, NWIRE
2505, 0, 79, 152, 23, 0, 1, 0, 0, NWIRE
1777, 0, 51, 118, 11, 0, 1, 0, 1, NWIRE
1634, 0, 53, 103, 14, 0, 0, 0, 3, NWIRE
3372, 0, 106, 184, 34, 1, 2, 0, 4, NWIRE
1515, 0, 44, 84, 15, 1, 2, 0, 2, NWIRE
2009, 0, 68, 113, 23, 1, 2, 0, 6, NWIRE
1742, 0, 67, 86, 12, 0, 0, 0, 0, NWIRE
2081, 0, 77, 103, 18, 0, 1, 0, 0, NWIRE
1444, 0, 57, 73, 24, 0, 1, 0, 0, NWIRE
3372, 0, 106, 184, 34, 1, 2, 0, 4, NWIRE
1111, 0, 15, 67, 3, 0, 1, 0, 0, NWIRE
5517, 0, 181, 265, 58, 1, 4, 0, 0, NWIRE
749, 0, 0, 60, 12, 0, 2, 0, 1, NWIRE
636, 0, 0, 44, 9, 0, 2, 0, 0, NWIRE
1517, 0, 0, 122, 24, 0, 1, 0, 0, NWIRE
675, 0, 0, 33, 8, 0, 0, 0, 0, NWIRE
981, 0, 0, 61, 15, 0, 0, 0, 0, NWIRE
1163, 0, 0, 71, 14, 0, 0, 0, 0, NWIRE
1310, 0, 0, 91, 16, 0, 1, 0, 0, NWIRE
8481, 0, 0, 491, 107, 2, 5, 0, 1, NWIRE
8864, 0, 0, 505, 88, 6, 14, 2, 3, NWIRE
2494, 0, 0, 137, 20, 0, 0, 0, 0, NWIRE
3555, 0, 0, 215, 38, 3, 1, 0, 0, NWIRE
3832, 0, 0, 234, 36, 2, 5, 0, 2, NWIRE
2773, 0, 0, 150, 41, 2, 9, 0, 1, NWIRE
1838, 0, 0, 125, 18, 1, 1, 0, 0, NWIRE
2409, 0, 0, 156, 28, 2, 1, 0, 4, NWIRE
1017, 0, 0, 51, 10, 0, 1, 0, 1, NWIRE
2992, 0, 0, 197, 44, 1, 1, 0, 1, NWIRE
2124, 0, 6, 112, 28, 0, 1, 0, 0, NWIRE
2577, 0, 0, 154, 28, 3, 4, 0, 2, NWIRE
1316, 0, 0, 77, 18, 1, 1, 0, 0, NWIRE
7787, 0, 0, 442, 79, 5, 6, 0, 5, NWIRE
2308, 0, 0, 139, 34, 2, 1, 0, 2, NWIRE
1827, 0, 0, 112, 17, 0, 7, 0, 4, NWIRE
4180, 0, 0, 265, 42, 0, 9, 0, 3, NWIRE
7319, 0, 0, 467, 96, 1, 15, 0, 1, NWIRE
1576, 0, 0, 86, 14, 0, 5, 0, 0, NWIRE
4303, 0, 0, 263, 40, 0, 1, 0, 0, NWIRE
8461, 0, 0, 546, 100, 5, 21, 0, 3, NWIRE
2166, 0, 0, 130, 20, 1, 1, 0, 0, NWIRE
2827, 0, 0, 164, 33, 0, 2, 0, 2, NWIRE
1731, 0, 0, 114, 18, 1, 0, 0, 0, NWIRE
3844, 0, 0, 203, 32, 0, 8, 0, 1, NWIRE
3039, 0, 0, 172, 39, 3, 6, 0, 3, NWIRE
2063, 0, 0, 115, 15, 2, 0, 0, 1, NWIRE
2511, 0, 0, 145, 24, 0, 3, 0, 0, NWIRE
1768, 0, 0, 120, 16, 0, 2, 0, 1, NWIRE
2332, 0, 0, 160, 39, 0, 1, 0, 2, NWIRE
948, 0, 0, 61, 16, 1, 0, 0, 1, NWIRE
2551, 0, 0, 152, 30, 4, 1, 0, 1, NWIRE
1422, 0, 0, 91, 18, 0, 3, 0, 0, NWIRE
1488, 4, 50, 76, 10, 0, 0, 0, 0, NWIRE
1286, 8, 12, 60, 10, 0, 2, 0, 0, NWIRE
1591, 40, 36, 57, 6, 0, 0, 0, 0, NWIRE
1881, 18, 57, 78, 10, 0, 3, 0, 0, NWIRE
3775, 40, 63, 210, 25, 0, 0, 0, 0, NWIRE
1384, 18, 37, 60, 13, 0, 1, 0, 0, NWIRE
961, 12, 22, 36, 3, 0, 0, 0, 0, NWIRE
1127, 4, 29, 51, 5, 0, 1, 0, 0, NWIRE
